id,top,left,bottom,right,vel_x,vel_y,vel_w,vel_h,tentative,type,frame
4,92,941,220,1007,0.0,0.0,0.0,0.0,True,Pedestrian,11
0,173,15,233,141,-4.228588277313487,5.973978949273896,-0.44498488036928663,-4.505755974396387,False,Car,12
1,176,713,188,731,8.344799150910944,-2.399089623250451,1.3607852954144761,-0.10758435771584451,True,Car,12
5,15,531,47,577,0.0,0.0,0.0,0.0,True,Car,12
6,192,1153,234,1177,0.0,0.0,0.0,0.0,True,Pedestrian,12
7,37,131,99,155,0.0,0.0,0.0,0.0,True,Pedestrian,12
0,173,20,231,140,-4.812853302685599,7.568147190721631,-5.706524973246599,-6.263182264075773,False,Car,13
1,176,713,188,731,5.991230430332675,-1.6262870507001939,0.7921732054126975,0.33630631000132605,False,Car,13
6,192,1153,234,1177,0.0,0.0,0.0,0.0,True,Pedestrian,13
0,172,21,230,141,-4.812853302685599,7.568147190721631,-5.706524973246599,-6.263182264075773,False,Car,14
1,176,713,188,731,5.991230430332675,-1.6262870507001939,0.7921732054126975,0.33630631000132605,False,Car,14
7,141,753,193,771,0.0,0.0,0.0,0.0,True,Pedestrian,14
0,173,22,229,140,-4.812853302685599,7.568147190721631,-5.706524973246599,-6.263182264075773,False,Car,15
1,177,713,189,731,5.991230430332675,-1.6262870507001939,0.7921732054126975,0.33630631000132605,False,Car,15
7,140,751,192,771,-0.09237875288683603,-0.09237875288683603,0.15748031496062992,0.0,True,Pedestrian,15
8,158,178,304,250,0.0,0.0,0.0,0.0,True,Cyclist,15
0,172,23,228,141,-4.812853302685599,7.568147190721631,-5.706524973246599,-6.263182264075773,False,Car,16
1,172,712,186,730,-0.11430170684138208,-2.827341962207886,0.15111937153567256,2.0377808492003626,False,Car,16
7,141,754,189,770,-0.8709162133176047,2.099187049823558,-1.5149263509512763,-1.2627565194459693,True,Pedestrian,16
8,192,112,312,220,2.124711316397229,-4.618937644341801,3.543307086614173,-2.5984251968503935,True,Cyclist,16
0,172,24,228,142,-4.812853302685599,7.568147190721631,-5.706524973246599,-6.263182264075773,False,Car,17
1,172,709,186,727,-0.6468371178396252,-5.716489802919845,1.491972189481376,1.4966318492627224,False,Car,17
8,192,112,312,220,2.124711316397229,-4.618937644341801,3.543307086614173,-2.5984251968503935,True,Cyclist,17
1,172,709,186,727,-0.23376236547207924,-5.338504108638926,0.7649129053607121,1.1707489451686328,False,Car,18
9,174,417,198,427,0.0,0.0,0.0,0.0,True,Pedestrian,18
10,172,278,202,334,0.0,0.0,0.0,0.0,True,Car,18
1,171,709,185,727,-1.0515155736357915,-5.39889853102141,0.3361039280378527,1.7041532795202639,False,Car,19
10,172,278,202,334,0.0,0.0,0.0,0.0,True,Car,19
11,144,786,188,806,0.0,0.0,0.0,0.0,True,Pedestrian,19
1,171,707,185,725,-1.4236172363861122,-6.581667706960313,0.7471146259233458,1.962916589117365,False,Car,20
11,144,786,188,806,0.0,0.0,0.0,0.0,True,Pedestrian,20
12,145,1141,183,1227,0.0,0.0,0.0,0.0,True,Car,20
1,170,705,184,723,-1.9985736497202495,-7.805171922186406,0.9799414386231847,1.4467350233458003,False,Car,21
12,145,1141,183,1227,0.0,0.0,0.0,0.0,True,Car,21
13,194,1047,364,1241,0.0,0.0,0.0,0.0,True,Car,21
14,90,431,134,449,0.0,0.0,0.0,0.0,True,Pedestrian,21
1,171,704,185,722,-1.410895571186665,-8.16223113019643,0.8170564070989284,1.07324858236009,False,Car,22
13,163,1032,359,1226,-1.7551963048498846,-1.3856812933025404,0.15748031496062992,2.5984251968503935,True,Car,22
15,169,240,275,292,0.0,0.0,0.0,0.0,True,Cyclist,22
16,152,730,190,746,0.0,0.0,0.0,0.0,True,Pedestrian,22
1,171,703,185,721,-1.410895571186665,-8.16223113019643,0.8170564070989284,1.07324858236009,False,Car,23
15,169,240,275,292,0.0,0.0,0.0,0.0,True,Cyclist,23
17,164,191,274,251,0.0,0.0,0.0,0.0,True,Cyclist,23
1,171,703,185,723,-0.4282422755251575,-6.72223576807001,2.1648761729122166,1.0301353517863183,False,Car,24
17,164,191,274,251,0.0,0.0,0.0,0.0,True,Cyclist,24
18,184,894,224,912,0.0,0.0,0.0,0.0,True,Pedestrian,24
1,171,702,185,722,-0.4282422755251575,-6.72223576807001,2.1648761729122166,1.0301353517863183,False,Car,25
18,184,894,224,912,0.0,0.0,0.0,0.0,True,Pedestrian,25
19,86,398,134,416,0.0,0.0,0.0,0.0,True,Pedestrian,25
1,171,702,185,722,-0.4282422755251575,-6.72223576807001,2.1648761729122166,1.0301353517863183,False,Car,26
19,86,398,134,416,0.0,0.0,0.0,0.0,True,Pedestrian,26
20,172,1133,290,1237,0.0,0.0,0.0,0.0,True,Cyclist,26
1,174,705,188,725,1.6333701890181662,-2.9976300119779777,0.9506986307532805,0.8994763639276906,False,Car,27
20,172,1133,290,1237,0.0,0.0,0.0,0.0,True,Cyclist,27
1,173,709,187,729,1.074450267080572,-0.19270973631245525,1.1418475700779243,1.075983560714447,False,Car,28
1,172,710,186,730,0.08047622636594776,0.8198722519675865,0.9970119724894648,0.9243031560155106,False,Car,29
2,68,363,126,381,0.0,0.0,0.0,0.0,True,Pedestrian,29
1,172,710,186,730,0.08047622636594776,0.8198722519675865,0.9970119724894648,0.9243031560155106,False,Car,30
1,171,712,185,732,-0.5882857562419647,2.6158823844888444,1.3236469952169598,1.00941300120061,False,Car,31
2,141,233,189,247,0.0,0.0,0.0,0.0,True,Pedestrian,31
1,171,713,185,733,-0.5202859056804237,3.325077232107015,0.6370141652070019,1.038023229993957,False,Car,32
1,171,715,187,735,-0.13880721702453747,4.255593540972485,0.5736412655081258,1.4309814864384744,False,Car,33
2,160,736,188,752,0.0,0.0,0.0,0.0,True,Cyclist,33
1,171,715,187,735,-0.13880721702453747,4.255593540972485,0.5736412655081258,1.4309814864384744,False,Car,34
3,174,592,188,610,0.0,0.0,0.0,0.0,True,Car,34
4,140,803,182,821,0.0,0.0,0.0,0.0,True,Pedestrian,34
1,171,717,187,735,-0.24630338851891853,4.194355574105197,0.27763441071166167,1.9030397357093614,False,Car,35
3,170,591,186,615,-0.27713625866050806,0.27713625866050806,0.5511811023622047,0.23622047244094488,True,Car,35
1,170,716,186,736,-0.6264277345968896,4.363771132394796,0.4880405431265307,1.7583159312014098,False,Car,36
3,171,588,185,614,-0.3851711925969261,-2.5849320705441943,1.6429186286233652,-0.1257034433687663,True,Car,36
4,183,16,221,116,0.0,0.0,0.0,0.0,True,Car,36
5,138,803,178,829,0.0,0.0,0.0,0.0,True,Pedestrian,36
1,170,717,186,737,-0.8138482692060092,4.315276498010776,0.6199998363686128,1.628050723493923,False,Car,37
3,171,586,185,612,0.6932306425085326,-7.487713771179651,1.285536218290653,-0.02189012745524095,True,Car,37
4,168,15,216,135,-0.9237875288683604,0.9237875288683604,2.047244094488189,1.0236220472440944,True,Car,37
6,158,0,236,54,0.0,0.0,0.0,0.0,True,Car,37
7,184,275,218,295,0.0,0.0,0.0,0.0,True,Cyclist,37
1,169,717,187,737,-0.5804407754974861,4.467340713162765,1.0661012457712058,2.0537888891978913,False,Car,38
4,168,14,216,136,-0.9237875288683604,0.9237875288683604,2.047244094488189,1.0236220472440944,True,Car,38
7,184,275,218,295,0.0,0.0,0.0,0.0,True,Cyclist,38
1,169,718,187,738,-0.7370224498433234,4.73389872603284,1.1907612270337011,2.1460663430248754,False,Car,39
7,184,275,218,295,0.0,0.0,0.0,0.0,True,Cyclist,39
1,169,718,187,738,-0.8093411659873126,4.431821633401411,0.9076292584363421,2.3528496734356286,False,Car,40
8,167,567,193,599,0.0,0.0,0.0,0.0,True,Car,40
9,139,917,175,931,0.0,0.0,0.0,0.0,True,Pedestrian,40
1,169,717,187,737,-0.19734609881563603,3.1608116995513984,1.384723556693098,2.113404085964431,False,Car,41
8,170,564,190,592,0.09237875288683603,-0.4618937644341802,-0.23622047244094488,-0.47244094488188976,True,Car,41
10,157,855,195,989,0.0,0.0,0.0,0.0,True,Car,41
1,170,716,188,738,0.499610953272028,2.596898646665862,1.7170937713425616,2.2480403076933198,False,Car,42
8,171,559,191,587,0.8709162133176047,-6.5821585139439325,-0.8845017721880093,-1.0113496327084377,True,Car,42
11,114,83,224,125,0.0,0.0,0.0,0.0,True,Pedestrian,42
1,171,715,189,737,0.9114502159881843,1.8537916690607057,2.2865509895876475,2.309674560723068,False,Car,43
8,171,554,191,582,1.2831500652061674,-16.490246247922357,-0.18546790065757945,-1.020426104633381,True,Car,43
12,140,931,170,943,0.0,0.0,0.0,0.0,True,Pedestrian,43
13,103,46,237,96,0.0,0.0,0.0,0.0,True,Pedestrian,43
14,224,633,252,643,0.0,0.0,0.0,0.0,True,Pedestrian,43
1,171,716,189,738,1.450518512238601,2.284840531382979,1.9746207501896484,2.31558373053925,False,Car,44
8,172,546,192,576,2.52550969277708,-28.001076449119523,2.3866028673536404,-0.4719265689241371,True,Car,44
13,103,46,237,96,0.0,0.0,0.0,0.0,True,Pedestrian,44
14,231,634,257,642,0.6466512702078522,0.0,-0.15748031496062992,-0.15748031496062992,True,Pedestrian,44
15,102,9,236,57,0.0,0.0,0.0,0.0,True,Pedestrian,44
1,171,714,191,738,1.735553426871205,1.8474396300786653,2.4050573196740683,2.804270705533471,False,Car,45
8,174,540,194,570,6.086364061320889,-35.68736378194968,1.3315177772806104,0.49714092085405526,False,Car,45
14,231,634,257,642,0.6466512702078522,0.0,-0.15748031496062992,-0.15748031496062992,True,Pedestrian,45
16,237,626,271,648,0.0,0.0,0.0,0.0,True,Pedestrian,45
1,172,714,192,738,2.4853110673670593,1.5209375482892789,2.3372821707292357,2.773362108440531,False,Car,46
8,175,534,195,564,7.0684752862640226,-41.38111447055986,1.6704332623685891,1.6648295528141732,False,Car,46
16,237,626,271,648,0.0,0.0,0.0,0.0,True,Pedestrian,46
17,156,776,192,794,0.0,0.0,0.0,0.0,True,Cyclist,46
1,174,716,194,738,3.496295281060495,1.9019079506623875,1.8957834411230619,2.8764169071506713,False,Car,47
8,176,524,196,558,7.745262836543823,-47.916041071212604,7.6262249479867075,1.2487435639560052,False,Car,47
17,158,767,190,791,0.0,-0.5542725173210161,0.5511811023622047,-0.31496062992125984,True,Cyclist,47
1,174,715,194,737,3.377927115929224,1.1326763906152628,1.0059972874222827,2.9037533415999084,False,Car,48
8,177,514,197,552,7.4987976954973545,-52.489983836541796,13.345197858539326,1.4250547105087974,False,Car,48
18,175,414,197,450,0.0,0.0,0.0,0.0,True,Car,48
19,165,602,193,612,0.0,0.0,0.0,0.0,True,Pedestrian,48
1,173,716,195,738,3.1991343949200037,1.5677679212028999,1.1917094534287673,3.572265575718494,False,Car,49
8,177,505,197,545,7.5395132958173585,-55.772755762807904,14.860641942645907,1.4677868534673337,False,Car,49
19,168,603,192,611,0.18475750577367206,0.0,-0.15748031496062992,-0.39370078740157477,True,Pedestrian,49
1,173,715,195,737,3.3030285156464405,1.157320166130432,1.659903628416401,3.489590457335835,False,Car,50
8,177,495,199,539,7.134261098255008,-59.89255316385473,16.80906346368167,2.65869882813145,False,Car,50
20,156,427,198,443,0.0,0.0,0.0,0.0,True,Pedestrian,50
1,172,714,196,738,2.6350662819885535,1.1830480481543544,1.9835190602491524,3.8898983987496734,False,Car,51
8,177,484,199,530,6.049900730880061,-64.0563363605074,16.64318639303286,3.293695933592013,False,Car,51
21,174,390,198,432,0.0,0.0,0.0,0.0,True,Car,51
22,83,312,145,336,0.0,0.0,0.0,0.0,True,Pedestrian,51
1,172,714,196,738,2.7701320815217736,0.5338762902584709,2.5414289732317794,4.123530041391857,False,Car,52
8,176,471,200,519,6.133216522363337,-70.3016238415276,17.66928145957975,4.257333009736032,False,Car,52
22,83,312,145,336,0.0,0.0,0.0,0.0,True,Pedestrian,52
1,173,712,197,738,3.0799506704896364,0.11858068015470896,2.7430068061000994,4.053305096121676,False,Car,53
8,177,459,201,509,6.347970573904457,-74.99231781351543,17.463081359915567,4.428450713299338,False,Car,53
1,173,710,197,738,2.859758496948561,-0.7676566472142781,3.892375771765909,3.929795038006862,False,Car,54
8,177,445,203,499,6.6179937390853105,-79.45376327603573,19.41526241284836,4.987426959323285,False,Car,54
9,167,593,193,599,0.0,0.0,0.0,0.0,True,Pedestrian,54
1,173,709,197,737,2.948561492479733,-1.9151559127232622,4.3420580752858315,3.594182492351908,False,Car,55
8,178,431,204,487,6.903543364214454,-83.96199307641231,19.381910838061852,5.223351779240389,False,Car,55
1,172,707,198,737,2.5969291297232555,-2.5596814457823753,4.953367605776386,3.9750940336248837,False,Car,56
8,178,415,206,473,7.184210991713618,-90.55082337456015,20.88409241985763,6.005088420329813,False,Car,56
1,172,706,198,736,2.6131943837862166,-3.188810184712457,5.153699430932162,4.192886514605727,False,Car,57
8,178,395,208,459,7.449974984091754,-97.64190169633912,23.077449330670543,7.347125963612105,False,Car,57
9,162,345,200,359,0.0,0.0,0.0,0.0,True,Pedestrian,57
10,157,360,235,390,0.0,0.0,0.0,0.0,True,Pedestrian,57
1,173,705,199,735,3.168443074796408,-3.788745434344194,4.867073632557865,4.110083590363059,False,Car,58
8,179,376,211,444,8.76130878059346,-104.72592068033038,24.525440294990744,8.56230001992455,False,Car,58
10,157,360,235,390,0.0,0.0,0.0,0.0,True,Pedestrian,58
11,158,751,196,785,0.0,0.0,0.0,0.0,True,Cyclist,58
1,174,702,200,734,3.410060252823753,-4.66551616301801,5.435994773628248,4.150122916744579,False,Car,59
8,180,351,214,425,9.927159126065057,-114.30473269272484,27.177983068539007,9.8788691593351,False,Car,59
11,158,751,196,785,0.0,0.0,0.0,0.0,True,Cyclist,59
12,164,891,198,929,0.0,0.0,0.0,0.0,True,Car,59
1,173,700,201,732,3.451512263097309,-5.684777229132482,5.596311286638008,4.629725842128868,False,Car,60
8,180,330,216,408,9.943251567135286,-121.22735412451236,29.115584991834908,11.023057800816515,False,Car,60
12,164,891,198,929,0.0,0.0,0.0,0.0,True,Car,60
13,156,954,188,1002,0.0,0.0,0.0,0.0,True,Car,60
1,173,699,201,731,3.055202130057619,-6.75957078006083,5.272188218426109,4.215353205831874,False,Car,61
8,180,306,220,390,10.29013131981353,-128.687444089229,31.93853258481104,12.226023004972564,False,Car,61
12,159,883,209,977,0.7161945483698557,3.9390700160342065,10.586214792763911,3.2218914586672778,True,Car,61
14,165,540,189,554,0.0,0.0,0.0,0.0,True,Pedestrian,61
1,173,696,201,730,2.7160270189330955,-7.207695329013179,6.152868373486971,4.351207891149035,False,Car,62
8,180,274,222,368,10.48932503002053,-140.83831647207643,36.89770477577056,13.839296746036243,False,Car,62
14,165,540,189,554,0.0,0.0,0.0,0.0,True,Pedestrian,62
15,169,567,193,575,0.0,0.0,0.0,0.0,True,Pedestrian,62
16,154,335,212,357,0.0,0.0,0.0,0.0,True,Pedestrian,62
1,172,696,202,730,2.4225746218954374,-7.256926792160766,6.014582787628541,4.899288848101247,False,Car,63
8,180,239,226,343,11.577056286305712,-154.0529481602903,41.71748928090168,15.709075462203526,False,Car,63
15,169,567,193,575,0.0,0.0,0.0,0.0,True,Pedestrian,63
17,151,486,191,504,0.0,0.0,0.0,0.0,True,Cyclist,63
1,172,694,202,730,2.4799160304059473,-6.746134284155288,6.674595828782871,5.053485484897068,False,Car,64
8,180,197,232,317,12.51009907457647,-170.0571989841282,49.75421775872229,17.914532842604523,False,Car,64
15,167,564,193,572,-0.17904863709246394,-0.5371459112773918,0.30684680558735977,0.46027020838103966,True,Pedestrian,64
18,167,556,199,584,0.0,0.0,0.0,0.0,True,Cyclist,64
1,172,693,204,731,3.064397423536819,-6.534444184082064,7.229810680454091,5.25563655815567,False,Car,65
8,182,146,238,282,14.610401781405947,-191.08019558620703,58.64642416408327,19.573451675205767,False,Car,65
15,166,562,194,572,-0.2078735632469024,-1.3868013996696225,0.6933160898845785,0.8969396669592516,True,Pedestrian,65
19,163,754,195,790,0.0,0.0,0.0,0.0,True,Cyclist,65
20,173,235,231,267,0.0,0.0,0.0,0.0,True,Cyclist,65
1,173,694,205,732,3.6407877157638966,-5.259078551548212,7.522689408297504,5.837842117899974,False,Car,66
8,185,92,245,250,18.30993384126448,-210.9086510996913,70.75488904392351,21.725739521733587,False,Car,66
15,168,560,194,570,1.991378721406219,-6.155273886029743,0.9566200693670126,0.35978404295767963,True,Pedestrian,66
19,163,754,195,790,0.09237875288683603,0.09237875288683603,0.07874015748031496,-0.07874015748031496,True,Cyclist,66
21,164,882,186,942,0.0,0.0,0.0,0.0,True,Car,66
22,170,566,196,576,0.0,0.0,0.0,0.0,True,Pedestrian,66
1,173,694,207,734,3.880642234135969,-3.6839480301807734,8.481273732672625,6.5226638191841255,False,Car,67
8,186,41,256,209,21.25925620917542,-231.60210699509832,71.6963646789338,27.476624989232022,False,Car,67
15,169,558,195,568,5.225394435649851,-9.089282792360521,0.6028616364224246,-1.5722430942730488,False,Pedestrian,67
19,163,753,195,789,0.12839039753230871,-1.356661234038262,-0.8837388274202351,0.1260849157526534,True,Cyclist,67
21,162,885,184,947,-0.18475750577367206,0.4618937644341802,0.15748031496062992,0.0,True,Car,67
23,113,1123,211,1207,0.0,0.0,0.0,0.0,True,Pedestrian,67
1,172,694,208,736,3.2793114026268877,-3.2280681034452106,9.230178411759624,7.099241073035566,False,Car,68
8,185,5,263,163,22.064489532824542,-246.7347217749015,60.09260772221917,30.89235675976061,False,Car,68
15,170,556,196,566,5.083580440542089,-10.538556615072663,0.865685965608268,0.4205539361406243,False,Pedestrian,68
19,162,755,194,791,-3.1813782588438926,3.378647327596514,1.1615863080923003,1.5004260562330187,True,Cyclist,68
21,160,880,182,958,-1.7418324266352094,4.354581066588045,8.587125804616479,0.2525513038891939,True,Car,68
23,120,1131,208,1225,0.27713625866050806,1.2933025404157044,0.9448818897637795,-0.9448818897637795,True,Pedestrian,68
24,149,464,189,486,0.0,0.0,0.0,0.0,True,Cyclist,68
1,171,694,207,738,2.4937079580507273,-1.9064232731981943,9.808039985910433,7.4105386846284445,False,Car,69
8,186,-22,266,141,22.064489532824542,-246.7347217749015,60.09260772221917,30.89235675976061,False,Car,69
15,169,553,195,563,2.6592752061538465,-13.951920817461016,0.4468970971676571,0.07384639619445255,False,Pedestrian,69
19,160,758,194,798,-4.549829343531123,12.531907529850349,4.717564752202613,3.506808750013474,True,Cyclist,69
21,160,882,182,956,-1.4599371136594415,1.990298259019411,3.2410791677367508,-0.3506649051732148,True,Car,69
24,149,464,189,486,0.0,0.0,0.0,0.0,True,Cyclist,69
25,115,760,159,776,0.0,0.0,0.0,0.0,True,Pedestrian,69
26,172,201,212,249,0.0,0.0,0.0,0.0,True,Car,69
27,175,243,201,269,0.0,0.0,0.0,0.0,True,Car,69
1,171,694,209,740,2.873506693699178,-0.7214726289885516,10.767970513164649,8.03750607738131,False,Car,70
8,186,-50,270,119,22.064489532824542,-246.7347217749015,60.09260772221917,30.89235675976061,False,Car,70
15,168,551,196,561,2.9961174719086308,-15.148307353870882,0.6803692681245916,2.96930188657149,False,Pedestrian,70
19,162,763,196,801,-0.33132361591997217,18.641203830138238,2.0290690173082155,3.6414195995147556,False,Cyclist,70
21,159,881,181,955,-3.492269581201587,-0.6648890173210362,2.429992010569664,-0.30011554326520884,True,Car,70
24,155,458,193,474,1.0742918225547835,-1.6114377338321755,-1.0739638195557593,-0.46027020838103966,True,Cyclist,70
26,172,201,212,249,0.0,0.0,0.0,0.0,True,Car,70
1,170,695,210,743,3.016684319848034,0.9693473879400409,11.304536597654613,8.544181249682076,False,Car,71
8,187,-77,275,98,22.064489532824542,-246.7347217749015,60.09260772221917,30.89235675976061,False,Car,71
15,168,549,198,559,2.937834666339211,-16.754044023514734,0.7905509559920896,4.117229793355872,False,Pedestrian,71
19,162,766,196,804,1.5518692114155068,20.49806717133674,0.14005884627441256,1.3083721137678235,False,Cyclist,71
21,159,885,181,955,-2.9585364855337826,3.627409564247729,-2.696334154083235,0.3042048582352612,False,Car,71
26,172,201,212,249,0.0,0.0,0.0,0.0,True,Car,71
27,164,509,194,519,0.0,0.0,0.0,0.0,True,Pedestrian,71
28,159,992,181,1056,0.0,0.0,0.0,0.0,True,Car,71
29,168,108,230,136,0.0,0.0,0.0,0.0,True,Pedestrian,71
30,136,528,184,598,0.0,0.0,0.0,0.0,True,Car,71
31,150,639,182,655,0.0,0.0,0.0,0.0,True,Pedestrian,71
1,172,696,212,746,3.9504984490647437,2.2908801119378266,10.9916788853852,8.777722549324933,False,Car,72
8,188,-105,278,76,22.064489532824542,-246.7347217749015,60.09260772221917,30.89235675976061,False,Car,72
15,169,546,199,556,3.9793876392372898,-17.724475148664357,1.2640231060976468,4.633755569940103,False,Pedestrian,72
19,163,769,197,809,2.2572980542745764,24.581818054753985,3.7190827526066417,1.365957226455741,False,Cyclist,72
21,161,886,183,954,0.4208950426274356,4.210937532944722,-5.3788977766199615,0.6866220748170115,False,Car,72
27,164,509,194,519,0.0,0.0,0.0,0.0,True,Pedestrian,72
29,168,108,230,136,0.0,0.0,0.0,0.0,True,Pedestrian,72
31,150,639,182,655,0.0,0.0,0.0,0.0,True,Pedestrian,72
32,120,766,182,786,0.0,0.0,0.0,0.0,True,Pedestrian,72
33,164,577,184,609,0.0,0.0,0.0,0.0,True,Car,72
1,173,698,215,750,5.340615455889598,4.5981078501815364,11.43327048587573,8.627668637545407,False,Car,73
15,167,544,199,554,3.1520942213558456,-18.89420837307532,1.1008332181249174,5.968845161997949,False,Pedestrian,73
19,166,773,198,813,5.289237950276914,26.838410113139027,4.245808067455235,-1.1245277793106732,False,Cyclist,73
21,162,889,186,957,3.5334851034600465,8.250215089420003,-6.246351434995393,1.4202705461002845,False,Car,73
29,168,108,230,136,0.0,0.0,0.0,0.0,True,Pedestrian,73
32,117,770,165,786,-0.9237875288683604,0.27713625866050806,-0.31496062992125984,-1.3385826771653544,True,Pedestrian,73
34,160,461,190,503,0.0,0.0,0.0,0.0,True,Car,73
35,156,688,180,698,0.0,0.0,0.0,0.0,True,Pedestrian,73
36,173,407,201,417,0.0,0.0,0.0,0.0,True,Pedestrian,73
37,170,649,196,655,0.0,0.0,0.0,0.0,True,Pedestrian,73
1,173,699,217,753,6.026957371092518,6.184462225366744,12.956851888534759,10.274964674446458,False,Car,74
15,168,541,200,551,3.075506168861588,-20.06036536988311,1.6915884470028422,4.7464940799228765,False,Pedestrian,74
19,167,775,199,817,5.13453116056919,27.48028772412563,5.721821345195142,-0.33560736452380246,False,Cyclist,74
21,163,892,185,956,3.2676633031549205,8.069616914433114,-10.402280183830735,0.8148745003299078,False,Car,74
32,117,770,165,786,-0.9237875288683604,0.27713625866050806,-0.31496062992125984,-1.3385826771653544,True,Pedestrian,74
34,166,455,190,501,0.3695150115473441,-0.3695150115473441,0.47244094488188976,-0.47244094488188976,True,Car,74
36,173,407,201,417,0.0,0.0,0.0,0.0,True,Pedestrian,74
38,169,479,195,489,0.0,0.0,0.0,0.0,True,Pedestrian,74
39,152,1094,184,1180,0.0,0.0,0.0,0.0,True,Car,74
1,174,701,220,757,7.199989193248129,7.591833073953062,13.70666797989909,10.817299038135033,False,Car,75
15,169,537,201,549,4.296372326833133,-21.14359185368821,1.6718075958826555,4.1536436809955815,False,Pedestrian,75
19,168,780,200,818,5.896727857428038,28.50429640960102,1.0786146764057287,-0.6584669120949004,False,Cyclist,75
21,164,889,186,951,4.1981621068905985,1.1568107236397998,-11.552795046700025,0.8609737270244688,False,Car,75
34,166,455,190,501,0.3695150115473441,-0.3695150115473441,0.47244094488188976,-0.47244094488188976,True,Car,75
38,169,479,195,489,0.0,0.0,0.0,0.0,True,Pedestrian,75
40,120,785,164,799,0.0,0.0,0.0,0.0,True,Pedestrian,75
41,152,573,186,589,0.0,0.0,0.0,0.0,True,Cyclist,75
42,171,544,199,552,0.0,0.0,0.0,0.0,True,Pedestrian,75
43,150,739,178,749,0.0,0.0,0.0,0.0,True,Pedestrian,75
1,174,704,222,764,7.067763178054022,11.03950953268303,15.249431117117437,11.559224936121318,False,Car,76
15,169,535,201,545,4.335192694091795,-21.682233231648606,0.6843705967983579,3.646370389910067,False,Pedestrian,76
19,166,782,198,822,2.9159919915549866,28.594098581977654,2.6320683842264985,-0.09059497493742308,False,Cyclist,76
21,162,888,186,946,3.2932676508341494,-1.764826605297816,-14.639077166173067,0.8538697721731017,False,Car,76
