frame track_id type truncated occluded alpha left top right bottom height width length x y z rotation_y score center_x center_y
2 -1 Car -1 -1 -10 893.0 183.0 1241.0 370.0 187 348 -1 -1000 -1000 -1000 -10 0.65996 276.0 1067.0
2 -1 Pedestrian -1 -1 -10 513.0 176.0 522.0 209.0 33 9 -1 -1000 -1000 -1000 -10 -0.231599 192.0 517.0
2 -1 Cyclist -1 -1 -10 108.0 175.0 171.0 250.0 75 63 -1 -1000 -1000 -1000 -10 0.099136 212.0 139.0
3 -1 Car -1 -1 -10 0.0 180.0 48.0 270.0 90 48 -1 -1000 -1000 -1000 -10 8.23146 225.0 24.0
3 -1 Car -1 -1 -10 337.0 165.0 508.0 224.0 59 171 -1 -1000 -1000 -1000 -10 14.989723 194.0 422.0
3 -1 Pedestrian -1 -1 -10 997.0 123.0 1058.0 243.0 120 61 -1 -1000 -1000 -1000 -10 0.210287 183.0 1027.0
3 -1 Car -1 -1 -10 12.0 161.0 99.0 259.0 98 87 -1 -1000 -1000 -1000 -10 5.465595 210.0 55.0
3 -1 Car -1 -1 -10 864.0 154.0 1050.0 250.0 96 186 -1 -1000 -1000 -1000 -10 10.919131 202.0 957.0
3 -1 Pedestrian -1 -1 -10 958.0 134.0 1009.0 300.0 166 51 -1 -1000 -1000 -1000 -10 0.898172 217.0 983.0
4 -1 Car -1 -1 -10 290.0 164.0 471.0 228.0 64 181 -1 -1000 -1000 -1000 -10 14.143269 196.0 380.0
4 -1 Car -1 -1 -10 891.0 148.0 1084.0 251.0 103 193 -1 -1000 -1000 -1000 -10 11.996428 199.0 987.0
4 -1 Pedestrian -1 -1 -10 985.0 108.0 1058.0 298.0 190 73 -1 -1000 -1000 -1000 -10 1.109564 203.0 1021.0
4 -1 Cyclist -1 -1 -10 712.0 164.0 722.0 186.0 22 10 -1 -1000 -1000 -1000 -10 -0.692261 175.0 717.0
5 -1 Car -1 -1 -10 219.0 163.0 451.0 231.0 68 232 -1 -1000 -1000 -1000 -10 14.661805 197.0 335.0
5 -1 Car -1 -1 -10 911.0 153.0 1126.0 248.0 95 215 -1 -1000 -1000 -1000 -10 11.93821 200.0 1018.0
5 -1 Car -1 -1 -10 879.0 150.0 988.0 202.0 52 109 -1 -1000 -1000 -1000 -10 3.178928 176.0 933.0
5 -1 Pedestrian -1 -1 -10 998.0 99.0 1071.0 316.0 217 73 -1 -1000 -1000 -1000 -10 0.613859 207.0 1034.0
5 -1 Car -1 -1 -10 1204.0 166.0 1241.0 194.0 28 37 -1 -1000 -1000 -1000 -10 -0.892529 180.0 1222.0
6 -1 Car -1 -1 -10 947.0 153.0 1153.0 254.0 101 206 -1 -1000 -1000 -1000 -10 11.029851 203.0 1050.0
6 -1 Car -1 -1 -10 864.0 153.0 986.0 208.0 55 122 -1 -1000 -1000 -1000 -10 5.007692 180.0 925.0
6 -1 Pedestrian -1 -1 -10 958.0 115.0 1006.0 251.0 136 48 -1 -1000 -1000 -1000 -10 -0.359833 183.0 982.0
6 -1 Car -1 -1 -10 143.0 179.0 264.0 234.0 55 121 -1 -1000 -1000 -1000 -10 0.585624 206.0 203.0
6 -1 Car -1 -1 -10 1194.0 152.0 1239.0 201.0 49 45 -1 -1000 -1000 -1000 -10 1.594507 176.0 1216.0
6 -1 Pedestrian -1 -1 -10 1036.0 115.0 1103.0 342.0 227 67 -1 -1000 -1000 -1000 -10 0.390506 228.0 1069.0
6 -1 Car -1 -1 -10 186.0 167.0 384.0 238.0 71 198 -1 -1000 -1000 -1000 -10 12.729629 202.0 285.0
7 -1 Car -1 -1 -10 974.0 154.0 1191.0 258.0 104 217 -1 -1000 -1000 -1000 -10 10.776895 206.0 1082.0
7 -1 Car -1 -1 -10 94.0 162.0 340.0 245.0 83 246 -1 -1000 -1000 -1000 -10 14.038739 203.0 217.0
7 -1 Car -1 -1 -10 828.0 148.0 1018.0 211.0 63 190 -1 -1000 -1000 -1000 -10 7.017398 179.0 923.0
8 -1 Car -1 -1 -10 818.0 155.0 983.0 211.0 56 165 -1 -1000 -1000 -1000 -10 8.443065 183.0 900.0
8 -1 Car -1 -1 -10 40.0 169.0 274.0 254.0 85 234 -1 -1000 -1000 -1000 -10 12.75587 211.0 157.0
8 -1 Car -1 -1 -10 1022.0 150.0 1216.0 263.0 113 194 -1 -1000 -1000 -1000 -10 10.885247 206.0 1119.0
8 -1 Car -1 -1 -10 1184.0 154.0 1236.0 203.0 49 52 -1 -1000 -1000 -1000 -10 -0.918894 178.0 1210.0
9 -1 Car -1 -1 -10 518.0 179.0 563.0 207.0 28 45 -1 -1000 -1000 -1000 -10 0.909211 193.0 540.0
9 -1 Car -1 -1 -10 787.0 155.0 967.0 216.0 61 180 -1 -1000 -1000 -1000 -10 8.094808 185.0 877.0
9 -1 Car -1 -1 -10 18.0 167.0 228.0 255.0 88 210 -1 -1000 -1000 -1000 -10 14.338498 211.0 123.0
9 -1 Pedestrian -1 -1 -10 1127.0 149.0 1170.0 254.0 105 43 -1 -1000 -1000 -1000 -10 1.152376 201.0 1148.0
9 -1 Car -1 -1 -10 1050.0 150.0 1241.0 263.0 113 191 -1 -1000 -1000 -1000 -10 10.812213 206.0 1145.0
10 -1 Pedestrian -1 -1 -10 1155.0 158.0 1197.0 258.0 100 42 -1 -1000 -1000 -1000 -10 3.306584 208.0 1176.0
10 -1 Car -1 -1 -10 755.0 154.0 928.0 218.0 64 173 -1 -1000 -1000 -1000 -10 8.610877 186.0 841.0
10 -1 Car -1 -1 -10 2.0 166.0 135.0 264.0 98 133 -1 -1000 -1000 -1000 -10 9.249146 215.0 68.0
10 -1 Car -1 -1 -10 1085.0 149.0 1241.0 263.0 114 156 -1 -1000 -1000 -1000 -10 9.60855 206.0 1163.0
10 -1 Pedestrian -1 -1 -10 1083.0 144.0 1112.0 226.0 82 29 -1 -1000 -1000 -1000 -10 0.027477 185.0 1097.0
10 -1 Car -1 -1 -10 473.0 186.0 504.0 209.0 23 31 -1 -1000 -1000 -1000 -10 -0.464902 197.0 488.0
10 -1 Car -1 -1 -10 1070.0 174.0 1144.0 251.0 77 74 -1 -1000 -1000 -1000 -10 -0.329616 212.0 1107.0
10 -1 Car -1 -1 -10 500.0 181.0 540.0 208.0 27 40 -1 -1000 -1000 -1000 -10 0.488923 194.0 520.0
11 -1 Pedestrian -1 -1 -10 1180.0 116.0 1236.0 270.0 154 56 -1 -1000 -1000 -1000 -10 0.881345 193.0 1208.0
11 -1 Car -1 -1 -10 1084.0 173.0 1167.0 252.0 79 83 -1 -1000 -1000 -1000 -10 0.486502 212.0 1125.0
11 -1 Car -1 -1 -10 1105.0 150.0 1238.0 262.0 112 133 -1 -1000 -1000 -1000 -10 10.788773 206.0 1171.0
11 -1 Car -1 -1 -10 727.0 154.0 904.0 220.0 66 177 -1 -1000 -1000 -1000 -10 9.583867 187.0 815.0
12 -1 Car -1 -1 -10 1118.0 159.0 1233.0 263.0 104 115 -1 -1000 -1000 -1000 -10 11.132841 211.0 1175.0
12 -1 Car -1 -1 -10 1052.0 157.0 1191.0 219.0 62 139 -1 -1000 -1000 -1000 -10 5.890031 188.0 1121.0
12 -1 Pedestrian -1 -1 -10 1199.0 157.0 1241.0 267.0 110 42 -1 -1000 -1000 -1000 -10 2.417789 212.0 1220.0
12 -1 Car -1 -1 -10 445.0 183.0 491.0 213.0 30 46 -1 -1000 -1000 -1000 -10 0.081458 198.0 468.0
12 -1 Car -1 -1 -10 682.0 160.0 857.0 230.0 70 175 -1 -1000 -1000 -1000 -10 11.736479 195.0 769.0
13 -1 Car -1 -1 -10 641.0 163.0 822.0 238.0 75 181 -1 -1000 -1000 -1000 -10 9.708823 200.0 731.0
13 -1 Car -1 -1 -10 1127.0 161.0 1233.0 266.0 105 106 -1 -1000 -1000 -1000 -10 8.278807 213.0 1180.0
13 -1 Car -1 -1 -10 1025.0 166.0 1158.0 225.0 59 133 -1 -1000 -1000 -1000 -10 7.522922 195.0 1091.0
13 -1 Car -1 -1 -10 1184.0 205.0 1241.0 267.0 62 57 -1 -1000 -1000 -1000 -10 0.353068 236.0 1212.0
14 -1 Car -1 -1 -10 1127.0 158.0 1239.0 271.0 113 112 -1 -1000 -1000 -1000 -10 9.745558 214.0 1183.0
14 -1 Car -1 -1 -10 578.0 169.0 780.0 239.0 70 202 -1 -1000 -1000 -1000 -10 9.782642 204.0 679.0
14 -1 Pedestrian -1 -1 -10 1138.0 164.0 1172.0 249.0 85 34 -1 -1000 -1000 -1000 -10 -0.655877 206.0 1155.0
14 -1 Car -1 -1 -10 978.0 172.0 1115.0 226.0 54 137 -1 -1000 -1000 -1000 -10 8.726575 199.0 1046.0
15 -1 Car -1 -1 -10 939.0 196.0 986.0 229.0 33 47 -1 -1000 -1000 -1000 -10 0.703742 212.0 962.0
15 -1 Car -1 -1 -10 1135.0 161.0 1241.0 270.0 109 106 -1 -1000 -1000 -1000 -10 10.102431 215.0 1188.0
15 -1 Car -1 -1 -10 522.0 162.0 721.0 251.0 89 199 -1 -1000 -1000 -1000 -10 10.223935 206.0 621.0
15 -1 Car -1 -1 -10 952.0 174.0 1075.0 231.0 57 123 -1 -1000 -1000 -1000 -10 11.166358 202.0 1013.0
16 -1 Car -1 -1 -10 1129.0 165.0 1240.0 270.0 105 111 -1 -1000 -1000 -1000 -10 10.697003 217.0 1184.0
16 -1 Car -1 -1 -10 461.0 163.0 679.0 257.0 94 218 -1 -1000 -1000 -1000 -10 8.506981 210.0 570.0
16 -1 Car -1 -1 -10 909.0 175.0 1019.0 232.0 57 110 -1 -1000 -1000 -1000 -10 9.948543 203.0 964.0
16 -1 Car -1 -1 -10 899.0 199.0 957.0 232.0 33 58 -1 -1000 -1000 -1000 -10 -0.430016 215.0 928.0
16 -1 Car -1 -1 -10 1110.0 178.0 1208.0 224.0 46 98 -1 -1000 -1000 -1000 -10 3.269163 201.0 1159.0
16 -1 Cyclist -1 -1 -10 1122.0 153.0 1183.0 261.0 108 61 -1 -1000 -1000 -1000 -10 0.684507 207.0 1152.0
17 -1 Car -1 -1 -10 381.0 165.0 626.0 267.0 102 245 -1 -1000 -1000 -1000 -10 11.261076 216.0 503.0
17 -1 Car -1 -1 -10 1084.0 180.0 1169.0 224.0 44 85 -1 -1000 -1000 -1000 -10 5.851719 202.0 1126.0
17 -1 Car -1 -1 -10 1139.0 160.0 1234.0 272.0 112 95 -1 -1000 -1000 -1000 -10 11.793369 216.0 1186.0
17 -1 Car -1 -1 -10 868.0 178.0 991.0 235.0 57 123 -1 -1000 -1000 -1000 -10 10.994885 206.0 929.0
18 -1 Car -1 -1 -10 1129.0 177.0 1241.0 265.0 88 112 -1 -1000 -1000 -1000 -10 12.637887 221.0 1185.0
18 -1 Car -1 -1 -10 1033.0 180.0 1135.0 224.0 44 102 -1 -1000 -1000 -1000 -10 8.013752 202.0 1084.0
18 -1 Car -1 -1 -10 300.0 167.0 577.0 272.0 105 277 -1 -1000 -1000 -1000 -10 8.828946 219.0 438.0
18 -1 Car -1 -1 -10 808.0 178.0 955.0 240.0 62 147 -1 -1000 -1000 -1000 -10 9.683923 209.0 881.0
19 -1 Car -1 -1 -10 996.0 180.0 1090.0 223.0 43 94 -1 -1000 -1000 -1000 -10 9.189669 201.0 1043.0
19 -1 Car -1 -1 -10 774.0 178.0 917.0 239.0 61 143 -1 -1000 -1000 -1000 -10 9.806768 208.0 845.0
19 -1 Car -1 -1 -10 775.0 202.0 847.0 237.0 35 72 -1 -1000 -1000 -1000 -10 1.609661 219.0 811.0
19 -1 Car -1 -1 -10 1118.0 171.0 1229.0 266.0 95 111 -1 -1000 -1000 -1000 -10 11.490406 218.0 1173.0
19 -1 Car -1 -1 -10 191.0 164.0 518.0 287.0 123 327 -1 -1000 -1000 -1000 -10 9.4172 225.0 354.0
20 -1 Car -1 -1 -10 1116.0 166.0 1241.0 265.0 99 125 -1 -1000 -1000 -1000 -10 12.148326 215.0 1178.0
20 -1 Car -1 -1 -10 720.0 178.0 873.0 242.0 64 153 -1 -1000 -1000 -1000 -10 10.102091 210.0 796.0
20 -1 Car -1 -1 -10 68.0 171.0 453.0 296.0 125 385 -1 -1000 -1000 -1000 -10 8.322615 233.0 260.0
20 -1 Car -1 -1 -10 943.0 178.0 1050.0 222.0 44 107 -1 -1000 -1000 -1000 -10 9.271517 200.0 996.0
20 -1 Car -1 -1 -10 1088.0 179.0 1171.0 216.0 37 83 -1 -1000 -1000 -1000 -10 1.030729 197.0 1129.0
21 -1 Pedestrian -1 -1 -10 763.0 106.0 786.0 157.0 51 23 -1 -1000 -1000 -1000 -10 -0.474054 131.0 774.0
21 -1 Car -1 -1 -10 1109.0 172.0 1241.0 263.0 91 132 -1 -1000 -1000 -1000 -10 11.618429 217.0 1175.0
21 -1 Car -1 -1 -10 685.0 178.0 835.0 248.0 70 150 -1 -1000 -1000 -1000 -10 11.212322 213.0 760.0
21 -1 Car -1 -1 -10 916.0 178.0 1012.0 224.0 46 96 -1 -1000 -1000 -1000 -10 10.403032 201.0 964.0
21 -1 Car -1 -1 -10 0.0 166.0 354.0 317.0 151 354 -1 -1000 -1000 -1000 -10 6.72202 241.0 177.0
21 -1 Pedestrian -1 -1 -10 1195.0 162.0 1241.0 273.0 111 46 -1 -1000 -1000 -1000 -10 1.352068 217.0 1218.0
21 -1 Car -1 -1 -10 1042.0 177.0 1132.0 215.0 38 90 -1 -1000 -1000 -1000 -10 6.796466 196.0 1087.0
22 -1 Pedestrian -1 -1 -10 725.0 106.0 748.0 153.0 47 23 -1 -1000 -1000 -1000 -10 -0.826732 129.0 736.0
22 -1 Pedestrian -1 -1 -10 1183.0 166.0 1221.0 260.0 94 38 -1 -1000 -1000 -1000 -10 4.551344 213.0 1202.0
22 -1 Car -1 -1 -10 1007.0 178.0 1087.0 216.0 38 80 -1 -1000 -1000 -1000 -10 7.109385 197.0 1047.0
22 -1 Car -1 -1 -10 0.0 146.0 274.0 322.0 176 274 -1 -1000 -1000 -1000 -10 2.173054 234.0 137.0
22 -1 Car -1 -1 -10 1093.0 171.0 1232.0 259.0 88 139 -1 -1000 -1000 -1000 -10 11.995942 215.0 1162.0
22 -1 Car -1 -1 -10 638.0 180.0 787.0 253.0 73 149 -1 -1000 -1000 -1000 -10 8.835221 216.0 712.0
22 -1 Car -1 -1 -10 883.0 182.0 972.0 225.0 43 89 -1 -1000 -1000 -1000 -10 11.281491 203.0 927.0
23 -1 Car -1 -1 -10 974.0 180.0 1042.0 217.0 37 68 -1 -1000 -1000 -1000 -10 8.678534 198.0 1008.0
23 -1 Car -1 -1 -10 1071.0 176.0 1215.0 264.0 88 144 -1 -1000 -1000 -1000 -10 12.759146 220.0 1143.0
23 -1 Car -1 -1 -10 844.0 182.0 942.0 231.0 49 98 -1 -1000 -1000 -1000 -10 8.157617 206.0 893.0
23 -1 Pedestrian -1 -1 -10 1156.0 174.0 1192.0 257.0 83 36 -1 -1000 -1000 -1000 -10 2.808508 215.0 1174.0
23 -1 Pedestrian -1 -1 -10 696.0 106.0 723.0 161.0 55 27 -1 -1000 -1000 -1000 -10 -0.276511 133.0 709.0
23 -1 Car -1 -1 -10 564.0 181.0 739.0 262.0 81 175 -1 -1000 -1000 -1000 -10 10.499347 221.0 651.0
23 -1 Car -1 -1 -10 1032.0 181.0 1098.0 213.0 32 66 -1 -1000 -1000 -1000 -10 8.143895 197.0 1065.0
24 -1 Car -1 -1 -10 1005.0 185.0 1056.0 216.0 31 51 -1 -1000 -1000 -1000 -10 7.211953 200.0 1030.0
24 -1 Pedestrian -1 -1 -10 1064.0 163.0 1089.0 237.0 74 25 -1 -1000 -1000 -1000 -10 2.347813 200.0 1076.0
24 -1 Pedestrian -1 -1 -10 1133.0 183.0 1169.0 266.0 83 36 -1 -1000 -1000 -1000 -10 2.298153 224.0 1151.0
24 -1 Car -1 -1 -10 804.0 206.0 853.0 234.0 28 49 -1 -1000 -1000 -1000 -10 -0.924418 220.0 828.0
24 -1 Car -1 -1 -10 799.0 184.0 905.0 236.0 52 106 -1 -1000 -1000 -1000 -10 10.955904 210.0 852.0
24 -1 Car -1 -1 -10 928.0 187.0 1006.0 222.0 35 78 -1 -1000 -1000 -1000 -10 8.442303 204.0 967.0
24 -1 Car -1 -1 -10 1188.0 186.0 1240.0 226.0 40 52 -1 -1000 -1000 -1000 -10 3.590799 206.0 1214.0
24 -1 Car -1 -1 -10 509.0 181.0 697.0 268.0 87 188 -1 -1000 -1000 -1000 -10 11.843271 224.0 603.0
24 -1 Car -1 -1 -10 1058.0 182.0 1183.0 260.0 78 125 -1 -1000 -1000 -1000 -10 11.093945 221.0 1120.0
24 -1 Car -1 -1 -10 1045.0 186.0 1075.0 214.0 28 30 -1 -1000 -1000 -1000 -10 2.543439 200.0 1060.0
25 -1 Car -1 -1 -10 1032.0 185.0 1135.0 257.0 72 103 -1 -1000 -1000 -1000 -10 10.894441 221.0 1083.0
25 -1 Car -1 -1 -10 760.0 183.0 862.0 235.0 52 102 -1 -1000 -1000 -1000 -10 10.893633 209.0 811.0
25 -1 Car -1 -1 -10 762.0 207.0 816.0 235.0 28 54 -1 -1000 -1000 -1000 -10 -0.99386 221.0 789.0
25 -1 Pedestrian -1 -1 -10 1104.0 186.0 1137.0 263.0 77 33 -1 -1000 -1000 -1000 -10 1.841779 224.0 1120.0
25 -1 Car -1 -1 -10 956.0 186.0 1011.0 215.0 29 55 -1 -1000 -1000 -1000 -10 8.894098 200.0 983.0
25 -1 Car -1 -1 -10 996.0 184.0 1038.0 213.0 29 42 -1 -1000 -1000 -1000 -10 2.389413 198.0 1017.0
25 -1 Car -1 -1 -10 1139.0 192.0 1207.0 227.0 35 68 -1 -1000 -1000 -1000 -10 7.030121 209.0 1173.0
25 -1 Car -1 -1 -10 431.0 181.0 646.0 274.0 93 215 -1 -1000 -1000 -1000 -10 13.024041 227.0 538.0
25 -1 Car -1 -1 -10 892.0 184.0 964.0 223.0 39 72 -1 -1000 -1000 -1000 -10 9.439493 203.0 928.0
26 -1 Car -1 -1 -10 920.0 186.0 974.0 216.0 30 54 -1 -1000 -1000 -1000 -10 11.509666 201.0 947.0
26 -1 Car -1 -1 -10 858.0 182.0 924.0 221.0 39 66 -1 -1000 -1000 -1000 -10 10.460312 201.0 891.0
26 -1 Pedestrian -1 -1 -10 1060.0 187.0 1100.0 259.0 72 40 -1 -1000 -1000 -1000 -10 -0.215121 223.0 1080.0
26 -1 Car -1 -1 -10 347.0 180.0 575.0 282.0 102 228 -1 -1000 -1000 -1000 -10 12.230287 231.0 461.0
26 -1 Car -1 -1 -10 1005.0 183.0 1108.0 254.0 71 103 -1 -1000 -1000 -1000 -10 11.667706 218.0 1056.0
26 -1 Pedestrian -1 -1 -10 838.0 165.0 860.0 200.0 35 22 -1 -1000 -1000 -1000 -10 -0.938298 182.0 849.0
26 -1 Car -1 -1 -10 1103.0 186.0 1158.0 222.0 36 55 -1 -1000 -1000 -1000 -10 6.274173 204.0 1130.0
26 -1 Car -1 -1 -10 958.0 183.0 994.0 210.0 27 36 -1 -1000 -1000 -1000 -10 3.881619 196.0 976.0
26 -1 Car -1 -1 -10 709.0 182.0 811.0 235.0 53 102 -1 -1000 -1000 -1000 -10 10.522467 208.0 760.0
26 -1 Pedestrian -1 -1 -10 1081.0 170.0 1114.0 253.0 83 33 -1 -1000 -1000 -1000 -10 2.95715 211.0 1097.0
27 -1 Car -1 -1 -10 884.0 185.0 933.0 213.0 28 49 -1 -1000 -1000 -1000 -10 11.248028 199.0 908.0
27 -1 Car -1 -1 -10 915.0 181.0 954.0 209.0 28 39 -1 -1000 -1000 -1000 -10 6.400708 195.0 934.0
27 -1 Car -1 -1 -10 810.0 182.0 881.0 220.0 38 71 -1 -1000 -1000 -1000 -10 10.433469 201.0 845.0
27 -1 Car -1 -1 -10 1058.0 184.0 1113.0 217.0 33 55 -1 -1000 -1000 -1000 -10 5.92662 200.0 1085.0
27 -1 Pedestrian -1 -1 -10 1036.0 169.0 1071.0 249.0 80 35 -1 -1000 -1000 -1000 -10 3.561899 209.0 1053.0
27 -1 Car -1 -1 -10 672.0 183.0 776.0 236.0 53 104 -1 -1000 -1000 -1000 -10 11.028609 209.0 724.0
27 -1 Car -1 -1 -10 976.0 182.0 1069.0 252.0 70 93 -1 -1000 -1000 -1000 -10 12.634446 217.0 1022.0
27 -1 Car -1 -1 -10 851.0 188.0 913.0 218.0 30 62 -1 -1000 -1000 -1000 -10 -0.340171 203.0 882.0
27 -1 Car -1 -1 -10 240.0 179.0 511.0 292.0 113 271 -1 -1000 -1000 -1000 -10 11.229205 235.0 375.0
27 -1 Car -1 -1 -10 937.0 182.0 973.0 205.0 23 36 -1 -1000 -1000 -1000 -10 1.190072 193.0 955.0
28 -1 Car -1 -1 -10 775.0 181.0 840.0 222.0 41 65 -1 -1000 -1000 -1000 -10 8.055692 201.0 807.0
28 -1 Car -1 -1 -10 845.0 184.0 886.0 213.0 29 41 -1 -1000 -1000 -1000 -10 12.229403 198.0 865.0
28 -1 Car -1 -1 -10 1017.0 186.0 1060.0 216.0 30 43 -1 -1000 -1000 -1000 -10 5.730537 201.0 1038.0
28 -1 Pedestrian -1 -1 -10 1004.0 178.0 1035.0 241.0 63 31 -1 -1000 -1000 -1000 -10 1.524114 209.0 1019.0
28 -1 Car -1 -1 -10 873.0 182.0 913.0 210.0 28 40 -1 -1000 -1000 -1000 -10 4.109413 196.0 893.0
28 -1 Car -1 -1 -10 105.0 180.0 437.0 312.0 132 332 -1 -1000 -1000 -1000 -10 12.175051 246.0 271.0
28 -1 Car -1 -1 -10 613.0 183.0 730.0 241.0 58 117 -1 -1000 -1000 -1000 -10 11.888363 212.0 671.0
28 -1 Cyclist -1 -1 -10 49.0 173.0 286.0 345.0 172 237 -1 -1000 -1000 -1000 -10 0.701493 259.0 167.0
28 -1 Car -1 -1 -10 943.0 182.0 1035.0 245.0 63 92 -1 -1000 -1000 -1000 -10 13.049192 213.0 989.0
28 -1 Car -1 -1 -10 897.0 181.0 929.0 205.0 24 32 -1 -1000 -1000 -1000 -10 0.514846 193.0 913.0
29 -1 Car -1 -1 -10 801.0 183.0 850.0 215.0 32 49 -1 -1000 -1000 -1000 -10 11.256272 199.0 825.0
29 -1 Car -1 -1 -10 969.0 187.0 1016.0 216.0 29 47 -1 -1000 -1000 -1000 -10 5.163924 201.0 992.0
29 -1 Car -1 -1 -10 836.0 182.0 870.0 208.0 26 34 -1 -1000 -1000 -1000 -10 4.887674 195.0 853.0
29 -1 Car -1 -1 -10 0.0 179.0 327.0 336.0 157 327 -1 -1000 -1000 -1000 -10 12.739506 257.0 163.0
29 -1 Car -1 -1 -10 913.0 180.0 997.0 244.0 64 84 -1 -1000 -1000 -1000 -10 14.1537 212.0 955.0
29 -1 Car -1 -1 -10 734.0 183.0 805.0 222.0 39 71 -1 -1000 -1000 -1000 -10 9.258485 202.0 769.0
29 -1 Car -1 -1 -10 850.0 182.0 902.0 203.0 21 52 -1 -1000 -1000 -1000 -10 0.042686 192.0 876.0
29 -1 Car -1 -1 -10 563.0 184.0 682.0 245.0 61 119 -1 -1000 -1000 -1000 -10 10.097505 214.0 622.0
30 -1 Car -1 -1 -10 815.0 181.0 847.0 204.0 23 32 -1 -1000 -1000 -1000 -10 3.275685 192.0 831.0
30 -1 Car -1 -1 -10 688.0 183.0 768.0 222.0 39 80 -1 -1000 -1000 -1000 -10 8.088836 202.0 728.0
30 -1 Car -1 -1 -10 793.0 181.0 827.0 210.0 29 34 -1 -1000 -1000 -1000 -10 4.563474 195.0 810.0
30 -1 Car -1 -1 -10 502.0 180.0 633.0 250.0 70 131 -1 -1000 -1000 -1000 -10 12.224356 215.0 567.0
30 -1 Car -1 -1 -10 882.0 180.0 959.0 241.0 61 77 -1 -1000 -1000 -1000 -10 15.283666 210.0 920.0
30 -1 Car -1 -1 -10 763.0 182.0 808.0 213.0 31 45 -1 -1000 -1000 -1000 -10 11.704131 197.0 785.0
30 -1 Car -1 -1 -10 935.0 185.0 968.0 214.0 29 33 -1 -1000 -1000 -1000 -10 1.003154 199.0 951.0
30 -1 Pedestrian -1 -1 -10 435.0 102.0 458.0 154.0 52 23 -1 -1000 -1000 -1000 -10 -0.14756 128.0 446.0
30 -1 Car -1 -1 -10 1.0 163.0 211.0 358.0 195 210 -1 -1000 -1000 -1000 -10 7.584066 260.0 106.0
31 -1 Car -1 -1 -10 437.0 183.0 584.0 252.0 69 147 -1 -1000 -1000 -1000 -10 9.835334 217.0 510.0
