frame track_id type truncated occluded alpha left top right bottom height width length x y z rotation_y score center_x center_y
14 -1 Cyclist -1 -1 -10 418.0 166.0 449.0 199.0 33 31 -1 -1000 -1000 -1000 -10 1.421855 182.0 433.0
14 -1 Car -1 -1 -10 549.0 166.0 574.0 186.0 20 25 -1 -1000 -1000 -1000 -10 9.521307 176.0 561.0
14 -1 Pedestrian -1 -1 -10 618.0 157.0 628.0 185.0 28 10 -1 -1000 -1000 -1000 -10 4.164663 171.0 623.0
15 -1 Pedestrian -1 -1 -10 504.0 164.0 524.0 190.0 26 20 -1 -1000 -1000 -1000 -10 0.890463 177.0 514.0
15 -1 Cyclist -1 -1 -10 422.0 171.0 446.0 198.0 27 24 -1 -1000 -1000 -1000 -10 3.262011 184.0 434.0
15 -1 Pedestrian -1 -1 -10 613.0 161.0 628.0 184.0 23 15 -1 -1000 -1000 -1000 -10 3.246872 172.0 620.0
15 -1 Cyclist -1 -1 -10 581.0 166.0 591.0 185.0 19 10 -1 -1000 -1000 -1000 -10 1.709308 175.0 586.0
15 -1 Cyclist -1 -1 -10 575.0 160.0 605.0 185.0 25 30 -1 -1000 -1000 -1000 -10 10.397022 172.0 590.0
15 -1 Car -1 -1 -10 551.0 166.0 575.0 186.0 20 24 -1 -1000 -1000 -1000 -10 13.235605 176.0 563.0
16 -1 Cyclist -1 -1 -10 581.0 163.0 603.0 185.0 22 22 -1 -1000 -1000 -1000 -10 7.8951 174.0 592.0
16 -1 Car -1 -1 -10 548.0 165.0 574.0 185.0 20 26 -1 -1000 -1000 -1000 -10 12.143831 175.0 561.0
17 -1 Car -1 -1 -10 545.0 164.0 572.0 185.0 21 27 -1 -1000 -1000 -1000 -10 11.729834 174.0 558.0
17 -1 Pedestrian -1 -1 -10 142.0 143.0 179.0 232.0 89 37 -1 -1000 -1000 -1000 -10 0.400172 187.0 160.0
17 -1 Cyclist -1 -1 -10 419.0 165.0 446.0 197.0 32 27 -1 -1000 -1000 -1000 -10 5.04897 181.0 432.0
17 -1 Cyclist -1 -1 -10 586.0 160.0 609.0 186.0 26 23 -1 -1000 -1000 -1000 -10 4.856837 173.0 597.0
18 -1 Car -1 -1 -10 545.0 163.0 568.0 188.0 25 23 -1 -1000 -1000 -1000 -10 11.677531 175.0 556.0
18 -1 Cyclist -1 -1 -10 586.0 162.0 613.0 184.0 22 27 -1 -1000 -1000 -1000 -10 11.521404 173.0 599.0
18 -1 Cyclist -1 -1 -10 763.0 119.0 805.0 179.0 60 42 -1 -1000 -1000 -1000 -10 0.625865 149.0 784.0
18 -1 Cyclist -1 -1 -10 416.0 166.0 443.0 196.0 30 27 -1 -1000 -1000 -1000 -10 2.006165 181.0 429.0
18 -1 Pedestrian -1 -1 -10 611.0 159.0 622.0 185.0 26 11 -1 -1000 -1000 -1000 -10 2.135817 172.0 616.0
19 -1 Cyclist -1 -1 -10 408.0 164.0 439.0 199.0 35 31 -1 -1000 -1000 -1000 -10 6.203573 181.0 423.0
19 -1 Pedestrian -1 -1 -10 469.0 166.0 479.0 192.0 26 10 -1 -1000 -1000 -1000 -10 4.408163 179.0 474.0
19 -1 Car -1 -1 -10 543.0 166.0 572.0 188.0 22 29 -1 -1000 -1000 -1000 -10 11.87739 177.0 557.0
19 -1 Cyclist -1 -1 -10 592.0 162.0 618.0 186.0 24 26 -1 -1000 -1000 -1000 -10 13.1931 174.0 605.0
19 -1 Car -1 -1 -10 819.0 146.0 902.0 178.0 32 83 -1 -1000 -1000 -1000 -10 4.656569 162.0 860.0
20 -1 Car -1 -1 -10 827.0 148.0 929.0 181.0 33 102 -1 -1000 -1000 -1000 -10 8.364699 164.0 878.0
20 -1 Cyclist -1 -1 -10 595.0 163.0 619.0 189.0 26 24 -1 -1000 -1000 -1000 -10 11.249313 176.0 607.0
20 -1 Car -1 -1 -10 537.0 167.0 570.0 192.0 25 33 -1 -1000 -1000 -1000 -10 13.901105 179.0 553.0
20 -1 Cyclist -1 -1 -10 409.0 168.0 439.0 201.0 33 30 -1 -1000 -1000 -1000 -10 7.693141 184.0 424.0
20 -1 Pedestrian -1 -1 -10 611.0 160.0 619.0 187.0 27 8 -1 -1000 -1000 -1000 -10 -0.31796 173.0 615.0
21 -1 Car -1 -1 -10 540.0 169.0 569.0 192.0 23 29 -1 -1000 -1000 -1000 -10 13.018488 180.0 554.0
21 -1 Car -1 -1 -10 830.0 147.0 933.0 181.0 34 103 -1 -1000 -1000 -1000 -10 9.375309 164.0 881.0
21 -1 Cyclist -1 -1 -10 406.0 173.0 431.0 204.0 31 25 -1 -1000 -1000 -1000 -10 6.609452 188.0 418.0
21 -1 Cyclist -1 -1 -10 561.0 167.0 579.0 193.0 26 18 -1 -1000 -1000 -1000 -10 -0.93285 180.0 570.0
21 -1 Cyclist -1 -1 -10 601.0 165.0 623.0 189.0 24 22 -1 -1000 -1000 -1000 -10 13.03775 177.0 612.0
22 -1 Pedestrian -1 -1 -10 595.0 166.0 608.0 189.0 23 13 -1 -1000 -1000 -1000 -10 3.057166 177.0 601.0
22 -1 Pedestrian -1 -1 -10 465.0 170.0 477.0 197.0 27 12 -1 -1000 -1000 -1000 -10 2.617206 183.0 471.0
22 -1 Car -1 -1 -10 538.0 169.0 568.0 193.0 24 30 -1 -1000 -1000 -1000 -10 14.397578 181.0 553.0
22 -1 Cyclist -1 -1 -10 602.0 165.0 628.0 189.0 24 26 -1 -1000 -1000 -1000 -10 13.912313 177.0 615.0
22 -1 Cyclist -1 -1 -10 404.0 174.0 435.0 205.0 31 31 -1 -1000 -1000 -1000 -10 8.23154 189.0 419.0
22 -1 Car -1 -1 -10 838.0 148.0 935.0 182.0 34 97 -1 -1000 -1000 -1000 -10 7.667365 165.0 886.0
23 -1 Pedestrian -1 -1 -10 463.0 171.0 476.0 197.0 26 13 -1 -1000 -1000 -1000 -10 1.814534 184.0 469.0
23 -1 Cyclist -1 -1 -10 557.0 163.0 586.0 191.0 28 29 -1 -1000 -1000 -1000 -10 0.705431 177.0 571.0
23 -1 Pedestrian -1 -1 -10 559.0 165.0 568.0 196.0 31 9 -1 -1000 -1000 -1000 -10 0.621529 180.0 563.0
23 -1 Cyclist -1 -1 -10 610.0 165.0 636.0 190.0 25 26 -1 -1000 -1000 -1000 -10 11.099427 177.0 623.0
23 -1 Car -1 -1 -10 533.0 168.0 567.0 193.0 25 34 -1 -1000 -1000 -1000 -10 13.401407 180.0 550.0
23 -1 Cyclist -1 -1 -10 778.0 138.0 819.0 177.0 39 41 -1 -1000 -1000 -1000 -10 -0.340741 157.0 798.0
23 -1 Car -1 -1 -10 797.0 154.0 849.0 180.0 26 52 -1 -1000 -1000 -1000 -10 -0.773346 167.0 823.0
23 -1 Cyclist -1 -1 -10 594.0 163.0 617.0 191.0 28 23 -1 -1000 -1000 -1000 -10 2.393651 177.0 605.0
23 -1 Car -1 -1 -10 845.0 145.0 962.0 180.0 35 117 -1 -1000 -1000 -1000 -10 9.602086 162.0 903.0
23 -1 Cyclist -1 -1 -10 401.0 171.0 433.0 203.0 32 32 -1 -1000 -1000 -1000 -10 5.008021 187.0 417.0
23 -1 Pedestrian -1 -1 -10 595.0 168.0 605.0 191.0 23 10 -1 -1000 -1000 -1000 -10 3.714213 179.0 600.0
24 -1 Cyclist -1 -1 -10 401.0 170.0 428.0 204.0 34 27 -1 -1000 -1000 -1000 -10 3.797667 187.0 414.0
24 -1 Pedestrian -1 -1 -10 590.0 165.0 601.0 189.0 24 11 -1 -1000 -1000 -1000 -10 1.805396 177.0 595.0
24 -1 Pedestrian -1 -1 -10 463.0 170.0 478.0 198.0 28 15 -1 -1000 -1000 -1000 -10 4.271156 184.0 470.0
24 -1 Cyclist -1 -1 -10 1049.0 136.0 1097.0 224.0 88 48 -1 -1000 -1000 -1000 -10 0.174869 180.0 1073.0
24 -1 Cyclist -1 -1 -10 561.0 164.0 595.0 192.0 28 34 -1 -1000 -1000 -1000 -10 2.916424 178.0 578.0
24 -1 Car -1 -1 -10 535.0 168.0 564.0 194.0 26 29 -1 -1000 -1000 -1000 -10 13.106054 181.0 549.0
24 -1 Cyclist -1 -1 -10 609.0 165.0 636.0 190.0 25 27 -1 -1000 -1000 -1000 -10 14.014558 177.0 622.0
24 -1 Car -1 -1 -10 866.0 144.0 970.0 182.0 38 104 -1 -1000 -1000 -1000 -10 10.891314 163.0 918.0
24 -1 Pedestrian -1 -1 -10 596.0 165.0 613.0 193.0 28 17 -1 -1000 -1000 -1000 -10 4.093896 179.0 604.0
25 -1 Cyclist -1 -1 -10 394.0 173.0 430.0 207.0 34 36 -1 -1000 -1000 -1000 -10 4.753991 190.0 412.0
25 -1 Car -1 -1 -10 532.0 171.0 562.0 196.0 25 30 -1 -1000 -1000 -1000 -10 12.590736 183.0 547.0
25 -1 Pedestrian -1 -1 -10 586.0 166.0 600.0 197.0 31 14 -1 -1000 -1000 -1000 -10 3.752026 181.0 593.0
25 -1 Car -1 -1 -10 870.0 143.0 978.0 185.0 42 108 -1 -1000 -1000 -1000 -10 9.667949 164.0 924.0
25 -1 Cyclist -1 -1 -10 568.0 166.0 594.0 192.0 26 26 -1 -1000 -1000 -1000 -10 9.792017 179.0 581.0
25 -1 Pedestrian -1 -1 -10 456.0 169.0 476.0 202.0 33 20 -1 -1000 -1000 -1000 -10 5.759696 185.0 466.0
25 -1 Cyclist -1 -1 -10 617.0 164.0 645.0 191.0 27 28 -1 -1000 -1000 -1000 -10 14.079629 177.0 631.0
26 -1 Cyclist -1 -1 -10 390.0 173.0 422.0 211.0 38 32 -1 -1000 -1000 -1000 -10 7.857268 192.0 406.0
26 -1 Car -1 -1 -10 528.0 170.0 561.0 201.0 31 33 -1 -1000 -1000 -1000 -10 12.861596 185.0 544.0
26 -1 Pedestrian -1 -1 -10 383.0 176.0 394.0 204.0 28 11 -1 -1000 -1000 -1000 -10 1.251702 190.0 388.0
26 -1 Pedestrian -1 -1 -10 461.0 173.0 475.0 201.0 28 14 -1 -1000 -1000 -1000 -10 3.325509 187.0 468.0
26 -1 Pedestrian -1 -1 -10 863.0 156.0 873.0 189.0 33 10 -1 -1000 -1000 -1000 -10 0.293811 172.0 868.0
26 -1 Pedestrian -1 -1 -10 451.0 165.0 471.0 212.0 47 20 -1 -1000 -1000 -1000 -10 0.173016 188.0 461.0
26 -1 Car -1 -1 -10 887.0 146.0 994.0 186.0 40 107 -1 -1000 -1000 -1000 -10 9.607844 166.0 940.0
26 -1 Cyclist -1 -1 -10 570.0 165.0 603.0 194.0 29 33 -1 -1000 -1000 -1000 -10 11.395746 179.0 586.0
26 -1 Cyclist -1 -1 -10 618.0 166.0 649.0 194.0 28 31 -1 -1000 -1000 -1000 -10 15.343684 180.0 633.0
27 -1 Car -1 -1 -10 887.0 148.0 1017.0 195.0 47 130 -1 -1000 -1000 -1000 -10 9.285473 171.0 952.0
27 -1 Cyclist -1 -1 -10 571.0 169.0 605.0 199.0 30 34 -1 -1000 -1000 -1000 -10 13.036076 184.0 588.0
27 -1 Cyclist -1 -1 -10 628.0 171.0 655.0 197.0 26 27 -1 -1000 -1000 -1000 -10 14.79322 184.0 641.0
27 -1 Pedestrian -1 -1 -10 454.0 172.0 471.0 204.0 32 17 -1 -1000 -1000 -1000 -10 3.952752 188.0 462.0
27 -1 Cyclist -1 -1 -10 391.0 178.0 420.0 212.0 34 29 -1 -1000 -1000 -1000 -10 5.827674 195.0 405.0
27 -1 Car -1 -1 -10 526.0 174.0 559.0 203.0 29 33 -1 -1000 -1000 -1000 -10 17.246368 188.0 542.0
27 -1 Cyclist -1 -1 -10 771.0 123.0 835.0 188.0 65 64 -1 -1000 -1000 -1000 -10 -0.710726 155.0 803.0
28 -1 Car -1 -1 -10 525.0 174.0 558.0 204.0 30 33 -1 -1000 -1000 -1000 -10 16.299576 189.0 541.0
28 -1 Cyclist -1 -1 -10 389.0 176.0 415.0 214.0 38 26 -1 -1000 -1000 -1000 -10 11.761348 195.0 402.0
28 -1 Pedestrian -1 -1 -10 639.0 165.0 648.0 197.0 32 9 -1 -1000 -1000 -1000 -10 -0.396087 181.0 643.0
28 -1 Cyclist -1 -1 -10 632.0 170.0 661.0 196.0 26 29 -1 -1000 -1000 -1000 -10 15.716741 183.0 646.0
28 -1 Pedestrian -1 -1 -10 573.0 171.0 587.0 200.0 29 14 -1 -1000 -1000 -1000 -10 3.738653 185.0 580.0
28 -1 Pedestrian -1 -1 -10 456.0 175.0 470.0 207.0 32 14 -1 -1000 -1000 -1000 -10 5.64852 191.0 463.0
28 -1 Car -1 -1 -10 901.0 166.0 951.0 194.0 28 50 -1 -1000 -1000 -1000 -10 0.335954 180.0 926.0
28 -1 Car -1 -1 -10 891.0 149.0 1024.0 192.0 43 133 -1 -1000 -1000 -1000 -10 10.163984 170.0 957.0
28 -1 Cyclist -1 -1 -10 836.0 143.0 896.0 188.0 45 60 -1 -1000 -1000 -1000 -10 0.352692 165.0 866.0
28 -1 Cyclist -1 -1 -10 577.0 169.0 607.0 197.0 28 30 -1 -1000 -1000 -1000 -10 15.19025 183.0 592.0
29 -1 Cyclist -1 -1 -10 637.0 167.0 666.0 195.0 28 29 -1 -1000 -1000 -1000 -10 15.743247 181.0 651.0
29 -1 Car -1 -1 -10 909.0 148.0 1045.0 190.0 42 136 -1 -1000 -1000 -1000 -10 11.856908 169.0 977.0
29 -1 Cyclist -1 -1 -10 383.0 174.0 411.0 212.0 38 28 -1 -1000 -1000 -1000 -10 15.046837 193.0 397.0
29 -1 Cyclist -1 -1 -10 582.0 166.0 609.0 196.0 30 27 -1 -1000 -1000 -1000 -10 15.104796 181.0 595.0
29 -1 Pedestrian -1 -1 -10 453.0 178.0 473.0 206.0 28 20 -1 -1000 -1000 -1000 -10 3.673002 192.0 463.0
29 -1 Car -1 -1 -10 518.0 174.0 557.0 202.0 28 39 -1 -1000 -1000 -1000 -10 15.33197 188.0 537.0
29 -1 Pedestrian -1 -1 -10 569.0 170.0 582.0 199.0 29 13 -1 -1000 -1000 -1000 -10 5.289082 184.0 575.0
30 -1 Pedestrian -1 -1 -10 589.0 172.0 603.0 196.0 24 14 -1 -1000 -1000 -1000 -10 1.14979 184.0 596.0
30 -1 Pedestrian -1 -1 -10 451.0 174.0 466.0 206.0 32 15 -1 -1000 -1000 -1000 -10 5.073274 190.0 458.0
30 -1 Cyclist -1 -1 -10 385.0 175.0 408.0 214.0 39 23 -1 -1000 -1000 -1000 -10 13.682995 194.0 396.0
30 -1 Car -1 -1 -10 913.0 144.0 1076.0 190.0 46 163 -1 -1000 -1000 -1000 -10 9.458005 167.0 994.0
30 -1 Cyclist -1 -1 -10 643.0 168.0 675.0 198.0 30 32 -1 -1000 -1000 -1000 -10 14.632107 183.0 659.0
30 -1 Cyclist -1 -1 -10 586.0 168.0 616.0 195.0 27 30 -1 -1000 -1000 -1000 -10 19.47794 181.0 601.0
30 -1 Car -1 -1 -10 523.0 174.0 556.0 202.0 28 33 -1 -1000 -1000 -1000 -10 17.609364 188.0 539.0
30 -1 Cyclist -1 -1 -10 565.0 171.0 583.0 202.0 31 18 -1 -1000 -1000 -1000 -10 1.969762 186.0 574.0
30 -1 Car -1 -1 -10 873.0 153.0 940.0 178.0 25 67 -1 -1000 -1000 -1000 -10 3.426121 165.0 906.0
30 -1 Car -1 -1 -10 1129.0 149.0 1191.0 177.0 28 62 -1 -1000 -1000 -1000 -10 -0.052154 163.0 1160.0
31 -1 Car -1 -1 -10 882.0 137.0 1002.0 192.0 55 120 -1 -1000 -1000 -1000 -10 -0.287569 164.0 942.0
31 -1 Car -1 -1 -10 948.0 143.0 1090.0 192.0 49 142 -1 -1000 -1000 -1000 -10 11.240736 167.0 1019.0
31 -1 Car -1 -1 -10 516.0 172.0 551.0 203.0 31 35 -1 -1000 -1000 -1000 -10 17.223156 187.0 533.0
31 -1 Cyclist -1 -1 -10 651.0 166.0 686.0 196.0 30 35 -1 -1000 -1000 -1000 -10 13.745251 181.0 668.0
31 -1 Pedestrian -1 -1 -10 449.0 174.0 462.0 205.0 31 13 -1 -1000 -1000 -1000 -10 5.107425 189.0 455.0
31 -1 Pedestrian -1 -1 -10 925.0 134.0 949.0 195.0 61 24 -1 -1000 -1000 -1000 -10 0.466368 164.0 937.0
31 -1 Cyclist -1 -1 -10 881.0 153.0 901.0 190.0 37 20 -1 -1000 -1000 -1000 -10 1.860933 171.0 891.0
31 -1 Pedestrian -1 -1 -10 553.0 168.0 574.0 202.0 34 21 -1 -1000 -1000 -1000 -10 4.987957 185.0 563.0
31 -1 Car -1 -1 -10 852.0 163.0 876.0 181.0 18 24 -1 -1000 -1000 -1000 -10 -0.969763 172.0 864.0
31 -1 Cyclist -1 -1 -10 592.0 167.0 626.0 197.0 30 34 -1 -1000 -1000 -1000 -10 17.621548 182.0 609.0
31 -1 Pedestrian -1 -1 -10 598.0 166.0 608.0 197.0 31 10 -1 -1000 -1000 -1000 -10 3.257962 181.0 603.0
31 -1 Cyclist -1 -1 -10 372.0 177.0 408.0 213.0 36 36 -1 -1000 -1000 -1000 -10 14.104834 195.0 390.0
32 -1 Pedestrian -1 -1 -10 507.0 173.0 519.0 203.0 30 12 -1 -1000 -1000 -1000 -10 -0.926668 188.0 513.0
32 -1 Cyclist -1 -1 -10 656.0 162.0 692.0 194.0 32 36 -1 -1000 -1000 -1000 -10 15.307936 178.0 674.0
32 -1 Cyclist -1 -1 -10 764.0 116.0 810.0 186.0 70 46 -1 -1000 -1000 -1000 -10 -0.423211 151.0 787.0
32 -1 Pedestrian -1 -1 -10 553.0 167.0 568.0 201.0 34 15 -1 -1000 -1000 -1000 -10 3.819735 184.0 560.0
32 -1 Car -1 -1 -10 876.0 151.0 960.0 178.0 27 84 -1 -1000 -1000 -1000 -10 3.537303 164.0 918.0
32 -1 Pedestrian -1 -1 -10 601.0 162.0 613.0 195.0 33 12 -1 -1000 -1000 -1000 -10 0.367558 178.0 607.0
32 -1 Car -1 -1 -10 967.0 141.0 1129.0 193.0 52 162 -1 -1000 -1000 -1000 -10 10.320595 167.0 1048.0
32 -1 Cyclist -1 -1 -10 368.0 178.0 403.0 215.0 37 35 -1 -1000 -1000 -1000 -10 14.662459 196.0 385.0
32 -1 Cyclist -1 -1 -10 597.0 165.0 627.0 196.0 31 30 -1 -1000 -1000 -1000 -10 14.138033 180.0 612.0
32 -1 Pedestrian -1 -1 -10 446.0 168.0 462.0 210.0 42 16 -1 -1000 -1000 -1000 -10 4.618676 189.0 454.0
32 -1 Car -1 -1 -10 1149.0 147.0 1208.0 178.0 31 59 -1 -1000 -1000 -1000 -10 -0.097147 162.0 1178.0
32 -1 Pedestrian -1 -1 -10 456.0 174.0 478.0 208.0 34 22 -1 -1000 -1000 -1000 -10 0.233114 191.0 467.0
32 -1 Car -1 -1 -10 511.0 172.0 553.0 202.0 30 42 -1 -1000 -1000 -1000 -10 18.378731 187.0 532.0
33 -1 Cyclist -1 -1 -10 665.0 162.0 700.0 196.0 34 35 -1 -1000 -1000 -1000 -10 10.605687 179.0 682.0
33 -1 Car -1 -1 -10 895.0 149.0 970.0 178.0 29 75 -1 -1000 -1000 -1000 -10 0.69087 163.0 932.0
33 -1 Pedestrian -1 -1 -10 444.0 168.0 461.0 208.0 40 17 -1 -1000 -1000 -1000 -10 0.467554 188.0 452.0
33 -1 Cyclist -1 -1 -10 365.0 177.0 396.0 213.0 36 31 -1 -1000 -1000 -1000 -10 12.348427 195.0 380.0
33 -1 Car -1 -1 -10 980.0 138.0 1155.0 193.0 55 175 -1 -1000 -1000 -1000 -10 10.689394 165.0 1067.0
33 -1 Car -1 -1 -10 509.0 171.0 552.0 205.0 34 43 -1 -1000 -1000 -1000 -10 17.129292 188.0 530.0
33 -1 Cyclist -1 -1 -10 606.0 166.0 637.0 197.0 31 31 -1 -1000 -1000 -1000 -10 15.891562 181.0 621.0
33 -1 Pedestrian -1 -1 -10 548.0 168.0 564.0 200.0 32 16 -1 -1000 -1000 -1000 -10 2.834379 184.0 556.0
33 -1 Cyclist -1 -1 -10 729.0 153.0 754.0 185.0 32 25 -1 -1000 -1000 -1000 -10 0.816432 169.0 741.0
33 -1 Pedestrian -1 -1 -10 498.0 173.0 514.0 201.0 28 16 -1 -1000 -1000 -1000 -10 -0.912721 187.0 506.0
33 -1 Cyclist -1 -1 -10 796.0 143.0 860.0 182.0 39 64 -1 -1000 -1000 -1000 -10 -0.26787 162.0 828.0
33 -1 Cyclist -1 -1 -10 490.0 171.0 509.0 205.0 34 19 -1 -1000 -1000 -1000 -10 0.042954 188.0 499.0
34 -1 Car -1 -1 -10 906.0 150.0 975.0 176.0 26 69 -1 -1000 -1000 -1000 -10 0.031517 163.0 940.0
34 -1 Cyclist -1 -1 -10 319.0 156.0 399.0 214.0 58 80 -1 -1000 -1000 -1000 -10 -0.05333 185.0 359.0
